# freq[k], raman activ[k], ir[k]
512.8857 1.9909 0.4613
542.8761 0.0086 0.0000
612.3076 0.2208 0.0000
630.8581 0.0031 413.1298
716.7051 0.0598 10.6304
1033.2780 0.1226 0.4991
1079.3051 0.1290 20.3453
1122.2194 14.3274 3.4561
1377.1301 3.4609 55.6607
1403.1128 17.7010 6.9452
1603.9077 3.4705 6.6095
1685.4273 2.2039 39.0141
1768.8397 0.3480 419.7542
3212.2473 56.5082 8.0096
3531.2284 0.8401 308.6977
3545.3650 164.4589 42.1889
3657.8870 28.1081 94.8886
3658.7299 36.7780 184.9999
  
